date,close,high,low,open,volume,ticker,sector,company
2024-02-28,25.087980270385742,25.32828659130248,24.126754986718794,24.93418437167037,1581347,FFBL.KA,Fertilizer,FFBL
2024-02-29,25.770448684692383,26.19338831207184,25.289836055113085,25.337898418106025,2981673,FFBL.KA,Fertilizer,FFBL
2024-03-01,25.347511291503906,25.95308240765688,25.184102921527437,25.95308240765688,664084,FFBL.KA,Fertilizer,FFBL
2024-03-04,25.222551345825195,25.712776462881532,25.001469969522848,25.53975561763909,946159,FFBL.KA,Fertilizer,FFBL
2024-03-05,25.424409866333008,25.89541004236223,25.001470221848738,25.472470397877963,1927344,FFBL.KA,Fertilizer,FFBL
2024-03-06,25.03030776977539,25.71277685486718,24.991857877627915,25.55898095306081,1095448,FFBL.KA,Fertilizer,FFBL
2024-03-07,24.924571990966797,25.568593006740112,24.70349061492013,25.376347215939344,1298443,FFBL.KA,Fertilizer,FFBL
2024-03-08,24.751550674438477,25.126427942628123,24.65542778086911,24.92457151618499,1224183,FFBL.KA,Fertilizer,FFBL
2024-03-11,25.222551345825195,25.568593036310077,24.79961170560942,24.895734601120967,1178387,FFBL.KA,Fertilizer,FFBL
2024-03-12,24.818836212158203,25.472469689998963,24.53046936411867,25.22255089944857,358505,FFBL.KA,Fertilizer,FFBL
2024-03-13,24.578529357910156,24.991856508900018,24.270937571143286,24.991856508900018,590255,FFBL.KA,Fertilizer,FFBL
2024-03-14,24.790000915527344,24.991857344822883,24.424734281480564,24.578530180008137,912779,FFBL.KA,Fertilizer,FFBL
2024-03-15,25.239999771118164,25.649999618530273,24.799999237060547,24.90999984741211,1694161,FFBL.KA,Fertilizer,FFBL
2024-03-18,24.559999465942383,25.399999618530273,24.5,25.010000228881836,577984,FFBL.KA,Fertilizer,FFBL
2024-03-19,24.93000030517578,25.100000381469727,24.110000610351562,24.399999618530273,1051355,FFBL.KA,Fertilizer,FFBL
2024-03-20,24.969999313354492,25.6299991607666,24.709999084472656,25.0,1511458,FFBL.KA,Fertilizer,FFBL
2024-03-21,25.229999542236328,25.700000762939453,25.0,25.059999465942383,1284047,FFBL.KA,Fertilizer,FFBL
2024-03-22,24.489999771118164,25.399999618530273,24.299999237060547,25.399999618530273,1223905,FFBL.KA,Fertilizer,FFBL
2024-03-26,24.75,24.950000762939453,24.139999389648438,24.299999237060547,1202011,FFBL.KA,Fertilizer,FFBL
2024-03-27,26.610000610351562,26.610000610351562,24.899999618530273,25.0,6278187,FFBL.KA,Fertilizer,FFBL
2024-03-28,27.850000381469727,28.25,27.200000762939453,27.200000762939453,4668514,FFBL.KA,Fertilizer,FFBL
2024-03-29,27.440000534057617,28.06999969482422,27.350000381469727,28.0,1159493,FFBL.KA,Fertilizer,FFBL
2024-04-01,27.110000610351562,28.0,27.010000228881836,27.59000015258789,990966,FFBL.KA,Fertilizer,FFBL
2024-04-02,27.520000457763672,27.84000015258789,27.020000457763672,27.06999969482422,770563,FFBL.KA,Fertilizer,FFBL
2024-04-03,27.90999984741211,28.479999542236328,27.260000228881836,27.770000457763672,1506554,FFBL.KA,Fertilizer,FFBL
2024-04-04,28.170000076293945,28.5,27.399999618530273,27.899999618530273,2369831,FFBL.KA,Fertilizer,FFBL
2024-04-08,29.190000534057617,29.399999618530273,28.270000457763672,28.450000762939453,4838692,FFBL.KA,Fertilizer,FFBL
2024-04-09,31.0,31.25,28.799999237060547,29.290000915527344,11176815,FFBL.KA,Fertilizer,FFBL
2024-04-15,30.510000228881836,30.889999389648438,29.700000762939453,30.8799991607666,2928932,FFBL.KA,Fertilizer,FFBL
2024-04-16,30.270000457763672,31.729999542236328,30.149999618530273,30.149999618530273,6165835,FFBL.KA,Fertilizer,FFBL
2024-04-17,29.229999542236328,30.5,29.0,30.350000381469727,2328657,FFBL.KA,Fertilizer,FFBL
2024-04-18,29.139999389648438,29.600000381469727,28.31999969482422,29.270000457763672,4618431,FFBL.KA,Fertilizer,FFBL
