date,sector,year,month,quarter,month_name,yearmonth,avg_close,avg_daily_return,total_volume,avg_volatility,stock_count
2023-01-12,Cement,2023,1,1,Jan,2023-01,147.2875,0.02248854995229027,12426087,0.024931043908559797,4
2023-01-12,Energy,2023,1,1,Jan,2023-01,62.246,-0.012241864176130424,19589042,0.025836026153947166,5
2023-01-12,Fertilizer,2023,1,1,Jan,2023-01,72.9325,-0.00437246028822863,1384810,0.013185494684373897,4
2023-01-12,Technology,2023,1,1,Jan,2023-01,171.91250000000002,-0.004383859913248578,4379700,0.018449964553206813,4
2023-01-13,Banking,2023,1,1,Jan,2023-01,47.718,-0.005956344690692261,302882,0.010761257827402514,5
2023-01-13,Cement,2023,1,1,Jan,2023-01,144.69000000000003,-0.01986957512054971,3512280,0.024054164385747544,4
2023-01-13,Energy,2023,1,1,Jan,2023-01,59.48199999999999,-0.04452825879265414,23780918,0.03050514175904754,5
2023-01-13,Fertilizer,2023,1,1,Jan,2023-01,72.5075,-0.008606441536511272,851698,0.012526630484811554,4
2023-01-13,Technology,2023,1,1,Jan,2023-01,169.9625,-0.020331543194702317,3771397,0.0185646519682795,4
2023-01-16,Banking,2023,1,1,Jan,2023-01,47.408,-0.006486023619410331,441028,0.01029422995151327,5
2023-01-16,Cement,2023,1,1,Jan,2023-01,141.6275,-0.025240388470675,4307719,0.023698445808434693,4
2023-01-16,Energy,2023,1,1,Jan,2023-01,57.116,-0.04785103518409752,16007348,0.03317309800730327,5
2023-01-16,Fertilizer,2023,1,1,Jan,2023-01,71.7375,-0.006653056482140873,761534,0.012134908302625315,4
2023-01-16,Technology,2023,1,1,Jan,2023-01,165.935,-0.03152231289367427,5770854,0.019915807014277316,4
2023-01-17,Banking,2023,1,1,Jan,2023-01,46.696000000000005,-0.014705025823106177,2319383,0.010513271038630359,5
2023-01-17,Cement,2023,1,1,Jan,2023-01,132.1175,-0.059692767017180653,10141826,0.028286228527633003,4
2023-01-17,Energy,2023,1,1,Jan,2023-01,53.266,-0.06469929425602002,28068941,0.03716169678799206,5
2023-01-17,Fertilizer,2023,1,1,Jan,2023-01,69.51,-0.03591892266138047,2446037,0.015444275457444253,4
2023-01-17,Technology,2023,1,1,Jan,2023-01,155.2825,-0.06954573773560482,8461822,0.02735499714454165,4
2023-01-18,Banking,2023,1,1,Jan,2023-01,47.068,0.005460986948629154,4683345,0.010893254652275088,5
2023-01-18,Cement,2023,1,1,Jan,2023-01,134.625,0.015476580913901417,2692881,0.02813474661489859,4
2023-01-18,Energy,2023,1,1,Jan,2023-01,54.52,0.030127603489138455,19441360,0.037207685389753706,5
2023-01-18,Fertilizer,2023,1,1,Jan,2023-01,70.775,0.022534229734483213,1211187,0.017268615388592916,4
2023-01-18,Technology,2023,1,1,Jan,2023-01,162.945,0.03371895206780759,15053842,0.030235869044027204,4
2023-01-19,Banking,2023,1,1,Jan,2023-01,46.802,-0.003524248229303728,2403806,0.010575170420406945,5
2023-01-19,Cement,2023,1,1,Jan,2023-01,132.1525,-0.012177191746129301,2503477,0.027522941912387654,4
2023-01-19,Energy,2023,1,1,Jan,2023-01,56.50599999999999,0.04460666320071116,40458041,0.03819673624141605,5
2023-01-19,Fertilizer,2023,1,1,Jan,2023-01,70.425,0.0008582075845261494,856723,0.016825751624471745,4
2023-01-19,Technology,2023,1,1,Jan,2023-01,164.475,0.013603736766575197,15733622,0.030315081348453968,4
2023-01-20,Banking,2023,1,1,Jan,2023-01,46.446,-0.0054652787105500256,1470717,0.010347282642465443,5
2023-01-20,Cement,2023,1,1,Jan,2023-01,128.79500000000002,-0.028938229054214143,3736034,0.02704677203006356,4
2023-01-20,Energy,2023,1,1,Jan,2023-01,55.08,-0.019835908461485908,16058711,0.037257902966051776,5
2023-01-20,Fertilizer,2023,1,1,Jan,2023-01,70.2725,0.00020548913702392313,1291182,0.016310475633027514,4
2023-01-20,Technology,2023,1,1,Jan,2023-01,161.88,-0.03199115620579046,6020108,0.03005294200270891,4
2023-01-23,Banking,2023,1,1,Jan,2023-01,46.269999999999996,-0.0011418578857793626,655195,0.010414550483246783,5
2023-01-23,Cement,2023,1,1,Jan,2023-01,130.2875,0.010055997910115966,1031589,0.026756267695483574,4
2023-01-23,Energy,2023,1,1,Jan,2023-01,55.722,0.017146853605155242,11295635,0.036323948756545835,5
2023-01-23,Fertilizer,2023,1,1,Jan,2023-01,69.985,0.004890783876934646,849207,0.01641483236518983,4
2023-01-23,Technology,2023,1,1,Jan,2023-01,162.9175,0.006399372115998531,9829791,0.02927553825620784,4
2023-01-24,Banking,2023,1,1,Jan,2023-01,46.568,0.005834673234973864,2260591,0.010605162395923979,5
2023-01-24,Cement,2023,1,1,Jan,2023-01,133.3675,0.03986717910514975,19327558,0.028875854515626638,4
2023-01-24,Energy,2023,1,1,Jan,2023-01,57.312,0.029306910799715834,31094572,0.03595430657403557,5
