date,ticker,sector,open,high,low,close,volume,company,year,month,quarter,week,month_name,yearmonth,daily_return,52w_high,52w_low,pct_from_52w_high,ma_30,volatility_30d
2024-01-31,ENGRO.KA,Fertilizer,293.54,297.17,293.53,296.02,226952,ENGRO,2024,1,1,5,Jan,2024-01,0.013558857768951604,311.62,186.08,-5.01,287.94666666666666,0.017968638995178615
2024-02-01,ENGRO.KA,Fertilizer,295.39,300.73,294.52,299.88,367389,ENGRO,2024,2,1,5,Feb,2024-02,0.013039659482467547,311.62,186.08,-3.77,288.7266666666667,0.01788317995560437
2024-02-02,ENGRO.KA,Fertilizer,297.41,302.86,297.41,301.06,414517,ENGRO,2024,2,1,5,Feb,2024-02,0.003934907296251788,311.62,186.08,-3.39,289.665,0.017633448358459685
2024-02-06,ENGRO.KA,Fertilizer,300.99,303.32,297.28,301.06,258606,ENGRO,2024,2,1,6,Feb,2024-02,0.0,311.62,186.08,-3.39,290.6033333333333,0.017633448358459685
2024-02-07,ENGRO.KA,Fertilizer,303.7,304.62,300.07,301.76,263134,ENGRO,2024,2,1,6,Feb,2024-02,0.0023251179166943192,311.62,186.08,-3.16,291.7993333333333,0.016754157646759377
2024-02-08,ENGRO.KA,Fertilizer,301.76,301.76,301.76,301.76,0,ENGRO,2024,2,1,6,Feb,2024-02,0.0,311.62,186.08,-3.16,292.854,0.016626414472509024
2024-02-09,ENGRO.KA,Fertilizer,298.2,298.2,286.1,294.62,413554,ENGRO,2024,2,1,6,Feb,2024-02,-0.02366118769883352,311.62,186.08,-5.46,293.55933333333337,0.017277041649908516
2024-02-12,ENGRO.KA,Fertilizer,294.66,294.66,287.12,289.01,417799,ENGRO,2024,2,1,7,Feb,2024-02,-0.019041477157015874,311.62,186.08,-7.26,294.0323333333333,0.01771548192933684
2024-02-13,ENGRO.KA,Fertilizer,288.87,290.64,282.45,287.92,474039,ENGRO,2024,2,1,7,Feb,2024-02,-0.0037714957959931183,311.62,186.08,-7.61,294.33166666666665,0.017565338604553664
2024-02-14,ENGRO.KA,Fertilizer,289.05,296.33,289.05,295.13,549907,ENGRO,2024,2,1,7,Feb,2024-02,0.025041678243956644,311.62,186.08,-5.29,294.9796666666667,0.017913403534324152
2024-02-15,ENGRO.KA,Fertilizer,295.4,297.26,286.55,288.53,343153,ENGRO,2024,2,1,7,Feb,2024-02,-0.02236302646291477,311.62,186.08,-7.41,295.378,0.01847446962160978
2024-02-16,ENGRO.KA,Fertilizer,287.95,294.01,284.22,285.04,437465,ENGRO,2024,2,1,7,Feb,2024-02,-0.012095795931098885,311.62,186.08,-8.53,295.55199999999996,0.018535148463656885
2024-02-19,ENGRO.KA,Fertilizer,286.09,291.21,280.05,289.26,319277,ENGRO,2024,2,1,8,Feb,2024-02,0.014804939657591776,311.62,186.08,-7.18,295.996,0.01849304165076681
2024-02-20,ENGRO.KA,Fertilizer,289.46,294.01,288.88,289.69,190394,ENGRO,2024,2,1,8,Feb,2024-02,0.0014865518910323061,311.62,186.08,-7.04,295.8713333333334,0.014371573034974135
2024-02-21,ENGRO.KA,Fertilizer,293.54,294.37,287.95,291.97,149320,ENGRO,2024,2,1,8,Feb,2024-02,0.007870482239635601,311.62,186.08,-6.31,295.692,0.014225521175634437
2024-02-22,ENGRO.KA,Fertilizer,293.53,293.53,289.81,292.42,151684,ENGRO,2024,2,1,8,Feb,2024-02,0.0015412542384491967,311.62,186.08,-6.16,295.69966666666664,0.013867878553652385
2024-02-23,ENGRO.KA,Fertilizer,292.42,294.47,287.02,292.43,422905,ENGRO,2024,2,1,8,Feb,2024-02,3.4197387319467865e-05,311.62,186.08,-6.16,295.8276666666667,0.01366771225712806
2024-02-26,ENGRO.KA,Fertilizer,287.11,298.2,285.15,294.23,910136,ENGRO,2024,2,1,9,Feb,2024-02,0.0061553192216941,311.62,186.08,-5.58,295.981,0.013695402315221799
2024-02-27,ENGRO.KA,Fertilizer,296.34,301.94,293.55,295.78,439495,ENGRO,2024,2,1,9,Feb,2024-02,0.005267987628725601,311.62,186.08,-5.08,296.21133333333336,0.01370680573650287
2024-02-28,ENGRO.KA,Fertilizer,297.45,299.12,296.34,297.6,203722,ENGRO,2024,2,1,9,Feb,2024-02,0.00615322198931656,311.62,186.08,-4.5,296.5023333333333,0.01373919269692498
2024-02-29,ENGRO.KA,Fertilizer,298.2,305.19,298.2,301.44,585865,ENGRO,2024,2,1,9,Feb,2024-02,0.012903225806451424,311.62,186.08,-3.27,296.7296666666667,0.013465189251417254
2024-03-01,ENGRO.KA,Fertilizer,301.93,324.05,301.02,324.05,1314196,ENGRO,2024,3,1,9,Mar,2024-03,0.07500663481953285,324.05,186.08,0.0,297.6486666666667,0.019091380815226357
2024-03-04,ENGRO.KA,Fertilizer,326.16,335.71,324.39,326.7,1626507,ENGRO,2024,3,1,10,Mar,2024-03,0.0081777503471685,335.71,186.08,-2.68,298.4893333333333,0.01894134287723074
2024-03-05,ENGRO.KA,Fertilizer,327.09,334.51,322.52,326.21,611066,ENGRO,2024,3,1,10,Mar,2024-03,-0.0014998469543924253,335.71,186.08,-2.83,299.3383333333333,0.018932921117974243
2024-03-06,ENGRO.KA,Fertilizer,327.29,329.88,320.1,321.02,590006,ENGRO,2024,3,1,10,Mar,2024-03,-0.015909996627939016,335.71,186.08,-4.38,299.9133333333333,0.019185266716109182
2024-03-07,ENGRO.KA,Fertilizer,319.91,322.8,313.12,317.88,668692,ENGRO,2024,3,1,10,Mar,2024-03,-0.00978132203601012,335.71,186.08,-5.31,300.3876666666667,0.019302139046394128
2024-03-08,ENGRO.KA,Fertilizer,317.77,328.9,317.77,319.34,1615015,ENGRO,2024,3,1,10,Mar,2024-03,0.00459292814898693,335.71,186.08,-4.88,300.70700000000005,0.018997003464218093
2024-03-11,ENGRO.KA,Fertilizer,320.55,320.56,314.97,316.38,345799,ENGRO,2024,3,1,11,Mar,2024-03,-0.009269117554957074,335.71,186.08,-5.76,301.0313333333333,0.018981809129815695
2024-03-12,ENGRO.KA,Fertilizer,316.38,318.51,310.31,311.84,168367,ENGRO,2024,3,1,11,Mar,2024-03,-0.01434983247992927,335.71,186.08,-7.11,301.403,0.018812996890186916
2024-03-13,ENGRO.KA,Fertilizer,313.09,315.9,308.45,311.4,263066,ENGRO,2024,3,1,11,Mar,2024-03,-0.0014109799897382702,335.71,186.08,-7.24,302.0476666666666,0.01794816630464792
2024-03-14,ENGRO.KA,Fertilizer,312.18,313.1,309.38,311.97,203345,ENGRO,2024,3,1,11,Mar,2024-03,0.0018304431599229787,335.71,186.08,-7.07,302.57933333333335,0.017821562063031832
2024-03-15,ENGRO.KA,Fertilizer,312.18,312.18,309.85,310.52,160536,ENGRO,2024,3,1,11,Mar,2024-03,-0.004647882809244663,335.71,186.08,-7.5,302.93399999999997,0.017732692404851882
2024-03-18,ENGRO.KA,Fertilizer,312.83,314.97,309.38,311.26,200236,ENGRO,2024,3,1,12,Mar,2024-03,0.0023830993172742065,335.71,186.08,-7.28,303.274,0.017727036339889722
2024-03-19,ENGRO.KA,Fertilizer,313.11,314.92,309.4,314.18,260574,ENGRO,2024,3,1,12,Mar,2024-03,0.009381224699608115,335.71,186.08,-6.41,303.71133333333336,0.017786702494352876
2024-03-20,ENGRO.KA,Fertilizer,314.97,317.77,313.11,316.7,1477744,ENGRO,2024,3,1,12,Mar,2024-03,0.008020879750461507,335.71,186.08,-5.66,304.20933333333335,0.017825377588059257
2024-03-21,ENGRO.KA,Fertilizer,319.63,320.09,314.51,316.33,345109,ENGRO,2024,3,1,12,Mar,2024-03,-0.0011682980738869642,335.71,186.08,-5.77,304.695,0.017830634442467023
2024-03-22,ENGRO.KA,Fertilizer,314.99,319.12,314.99,316.96,394483,ENGRO,2024,3,1,12,Mar,2024-03,0.0019915910599690445,335.71,186.08,-5.59,305.4396666666666,0.017174367732993898
2024-03-26,ENGRO.KA,Fertilizer,316.37,320.93,312.64,319.57,185309,ENGRO,2024,3,1,13,Mar,2024-03,0.008234477536597673,335.71,186.17,-4.81,306.4583333333333,0.01670599034501754
2024-03-27,ENGRO.KA,Fertilizer,320.56,324.76,319.64,323.88,192726,ENGRO,2024,3,1,13,Mar,2024-03,0.013486872985574383,335.71,186.49,-3.52,307.65700000000004,0.01674452692307065
2024-03-28,ENGRO.KA,Fertilizer,325.21,338.26,324.29,329.94,449220,ENGRO,2024,3,1,13,Mar,2024-03,0.018710633567988078,338.26,186.49,-2.46,308.81733333333335,0.016509244458765157
2024-03-29,ENGRO.KA,Fertilizer,329.79,336.41,325.27,334.8,301008,ENGRO,2024,3,1,13,Mar,2024-03,0.014729950900163713,338.26,186.49,-1.02,310.35966666666667,0.015854286937231208
2024-04-01,ENGRO.KA,Fertilizer,334.78,337.33,330.51,335.05,134655,ENGRO,2024,4,2,14,Apr,2024-04,0.0007467144563919614,338.26,186.49,-0.95,312.02666666666664,0.015544672350469932
2024-04-02,ENGRO.KA,Fertilizer,334.54,336.31,331.76,333.08,77672,ENGRO,2024,4,2,14,Apr,2024-04,-0.0058797194448590995,338.26,186.49,-1.53,313.4873333333333,0.01557714394529623
2024-04-03,ENGRO.KA,Fertilizer,333.89,355.14,333.89,349.35,691686,ENGRO,2024,4,2,14,Apr,2024-04,0.048847123814098836,355.14,186.49,-1.63,315.47599999999994,0.017507326836454912
2024-04-04,ENGRO.KA,Fertilizer,352.25,361.56,344.89,352.26,1028955,ENGRO,2024,4,2,14,Apr,2024-04,0.00832975525976809,361.56,186.7,-2.57,317.48566666666665,0.017508853267407015
2024-04-08,ENGRO.KA,Fertilizer,350.85,353.88,348.53,351.18,350236,ENGRO,2024,4,2,15,Apr,2024-04,-0.0030659172202349705,361.56,186.7,-2.87,319.4443333333333,0.01757321023086261
2024-04-09,ENGRO.KA,Fertilizer,351.78,353.07,343.86,346.59,322213,ENGRO,2024,4,2,15,Apr,2024-04,-0.013070220399795107,361.56,188.16,-4.14,321.24966666666666,0.017893422149070737
2024-04-15,ENGRO.KA,Fertilizer,345.72,346.66,336.41,340.76,438274,ENGRO,2024,4,2,16,Apr,2024-04,-0.016821027727285776,361.56,196.75,-5.75,322.8006666666667,0.01836453029622315
2024-04-16,ENGRO.KA,Fertilizer,341.07,346.66,337.3,339.55,537878,ENGRO,2024,4,2,16,Apr,2024-04,-0.003550886254255148,361.56,205.44,-6.09,324.25966666666665,0.018431612331896042
2024-04-17,ENGRO.KA,Fertilizer,339.55,342.92,331.75,334.76,279398,ENGRO,2024,4,2,16,Apr,2024-04,-0.014106906199381597,361.56,209.18,-7.41,325.4983333333333,0.018747643087380767
2024-04-18,ENGRO.KA,Fertilizer,338.92,340.97,330.35,335.69,522011,ENGRO,2024,4,2,16,Apr,2024-04,0.0027781096905246105,361.56,209.18,-7.16,326.64000000000004,0.018674596218144112
2024-04-19,ENGRO.KA,Fertilizer,337.34,341.39,335.47,340.42,399148,ENGRO,2024,4,2,16,Apr,2024-04,0.014090381006285568,361.56,209.18,-5.85,327.18566666666663,0.013156978480163681
2024-04-22,ENGRO.KA,Fertilizer,338.27,341.16,338.27,339.68,297759,ENGRO,2024,4,2,17,Apr,2024-04,-0.002173785324011579,361.56,209.18,-6.05,327.6183333333334,0.013117639639988478
2024-04-23,ENGRO.KA,Fertilizer,339.21,342.46,336.41,339.56,455207,ENGRO,2024,4,2,17,Apr,2024-04,-0.0003532736693359073,361.56,209.18,-6.08,328.06333333333333,0.013110623248540324
2024-04-24,ENGRO.KA,Fertilizer,338.27,343.53,338.27,340.12,487717,ENGRO,2024,4,2,17,Apr,2024-04,0.0016491930733890658,361.56,217.23,-5.93,328.7,0.012695664327460438
2024-04-25,ENGRO.KA,Fertilizer,339.21,344.78,336.42,338.01,467124,ENGRO,2024,4,2,17,Apr,2024-04,-0.006203692814300887,361.56,217.23,-6.51,329.371,0.012597556533323413
2024-04-26,ENGRO.KA,Fertilizer,338.01,347.5,336.42,343.95,1057509,ENGRO,2024,4,2,17,Apr,2024-04,0.01757344457264587,361.56,217.23,-4.87,330.1913333333333,0.012904446592963845
2024-04-29,ENGRO.KA,Fertilizer,349.36,352.15,342.0,343.15,1403090,ENGRO,2024,4,2,18,Apr,2024-04,-0.002325919465038573,361.56,217.23,-5.09,331.08366666666666,0.012746325145829058
2024-04-30,ENGRO.KA,Fertilizer,345.59,345.59,342.05,343.87,362760,ENGRO,2024,4,2,18,Apr,2024-04,0.002098207780854011,361.56,217.23,-4.89,332.15133333333335,0.012330689019936893
2024-05-02,ENGRO.KA,Fertilizer,344.79,345.96,338.08,338.71,625600,ENGRO,2024,5,2,18,May,2024-05,-0.015005670747666344,361.56,217.23,-6.32,333.06166666666667,0.012753734799267913
2024-05-03,ENGRO.KA,Fertilizer,340.13,341.3,338.27,340.39,394045,ENGRO,2024,5,2,18,May,2024-05,0.004959995276194951,361.56,217.23,-5.86,334.00899999999996,0.01275762166843432
2024-05-06,ENGRO.KA,Fertilizer,341.35,350.29,341.35,347.04,1174284,ENGRO,2024,5,2,19,May,2024-05,0.019536414113223266,361.56,217.23,-4.02,335.22633333333334,0.013019878960417716
2024-05-07,ENGRO.KA,Fertilizer,350.49,352.41,345.2,345.76,677883,ENGRO,2024,5,2,19,May,2024-05,-0.0036883356385432053,361.56,217.23,-4.37,336.3763333333334,0.013089568460098407
2024-05-08,ENGRO.KA,Fertilizer,347.32,351.45,345.5,347.51,451349,ENGRO,2024,5,2,19,May,2024-05,0.005061314206386003,361.56,217.23,-3.89,337.48733333333337,0.013047375846997082
2024-05-09,ENGRO.KA,Fertilizer,349.43,349.91,338.0,340.95,569681,ENGRO,2024,5,2,19,May,2024-05,-0.018877154614255764,361.56,217.23,-5.7,338.29566666666665,0.013633320690632422
2024-05-10,ENGRO.KA,Fertilizer,341.18,342.66,318.99,333.35,325431,ENGRO,2024,5,2,19,May,2024-05,-0.022290658454318768,361.56,217.23,-7.8,338.863,0.014358180798520059
2024-05-13,ENGRO.KA,Fertilizer,335.11,340.88,333.35,338.19,305468,ENGRO,2024,5,2,20,May,2024-05,0.014519274036298047,361.56,217.23,-6.46,339.5706666666667,0.014543509832815932
2024-05-14,ENGRO.KA,Fertilizer,338.48,343.76,334.22,340.22,276702,ENGRO,2024,5,2,20,May,2024-05,0.006002542949229861,361.56,217.23,-5.9,340.259,0.014517603465889565
2024-05-15,ENGRO.KA,Fertilizer,340.88,344.73,335.94,336.94,414895,ENGRO,2024,5,2,20,May,2024-05,-0.009640820645464787,361.56,217.23,-6.81,340.6943333333333,0.014511105411885036
2024-05-16,ENGRO.KA,Fertilizer,338.96,339.2,335.31,335.93,232263,ENGRO,2024,5,2,20,May,2024-05,-0.0029975663322846513,361.56,217.23,-7.09,340.894,0.014156031512312338
2024-05-17,ENGRO.KA,Fertilizer,336.06,340.88,335.6,337.21,186892,ENGRO,2024,5,2,20,May,2024-05,0.003810317625695836,361.56,217.23,-6.73,340.97433333333333,0.01392116913358759
2024-05-20,ENGRO.KA,Fertilizer,338.87,339.83,327.11,330.71,241655,ENGRO,2024,5,2,21,May,2024-05,-0.019275822187954095,361.56,217.23,-8.53,340.8296666666667,0.014373214014940008
2024-05-21,ENGRO.KA,Fertilizer,332.24,333.87,328.5,330.65,195994,ENGRO,2024,5,2,21,May,2024-05,-0.00018142783707786325,361.56,217.23,-8.55,340.7486666666667,0.01433502410330807
2024-05-22,ENGRO.KA,Fertilizer,330.12,332.22,322.64,325.94,213276,ENGRO,2024,5,2,21,May,2024-05,-0.014244669590201098,361.56,217.23,-9.85,339.96833333333336,0.011180470113867691
2024-05-23,ENGRO.KA,Fertilizer,326.48,326.48,322.64,324.34,165590,ENGRO,2024,5,2,21,May,2024-05,-0.00490887893477332,361.56,217.23,-10.29,339.03766666666667,0.011008479297426751
2024-05-24,ENGRO.KA,Fertilizer,325.9,330.23,322.74,325.24,266168,ENGRO,2024,5,2,21,May,2024-05,0.002774865881482569,361.56,217.23,-10.05,338.173,0.011053162292550624
2024-05-27,ENGRO.KA,Fertilizer,327.43,327.43,322.45,323.3,411150,ENGRO,2024,5,2,22,May,2024-05,-0.005964825974664856,361.56,217.23,-10.58,337.39666666666665,0.01089372963709521
2024-05-28,ENGRO.KA,Fertilizer,323.3,323.3,323.3,323.3,0,ENGRO,2024,5,2,22,May,2024-05,0.0,361.56,217.23,-10.58,336.8146666666666,0.010545683209436595
2024-05-29,ENGRO.KA,Fertilizer,323.5,325.23,316.88,318.32,668285,ENGRO,2024,5,2,22,May,2024-05,-0.015403649860810442,361.56,217.23,-11.96,336.107,0.010835547006311471
2024-05-30,ENGRO.KA,Fertilizer,320.71,320.71,313.76,314.63,387926,ENGRO,2024,5,2,22,May,2024-05,-0.011592108569992488,361.56,217.23,-12.98,335.436,0.010748779297863558
2024-05-31,ENGRO.KA,Fertilizer,314.72,326.48,314.63,322.78,563402,ENGRO,2024,5,2,22,May,2024-05,0.025903442138384802,361.56,217.23,-10.73,335.0056666666667,0.011874225760305675
2024-06-03,ENGRO.KA,Fertilizer,322.15,324.55,317.74,318.85,255656,ENGRO,2024,6,2,23,Jun,2024-06,-0.012175475556106208,361.56,217.23,-11.81,334.28666666666663,0.011671623348842865
2024-06-04,ENGRO.KA,Fertilizer,319.74,320.71,313.9,314.78,315903,ENGRO,2024,6,2,23,Jun,2024-06,-0.012764622863415509,361.56,217.23,-12.94,333.45666666666665,0.011832558840701123
2024-06-05,ENGRO.KA,Fertilizer,314.78,317.36,310.47,313.45,244000,ENGRO,2024,6,2,23,Jun,2024-06,-0.004225173136793936,361.56,217.23,-13.31,332.58633333333336,0.011829826086656553
2024-06-06,ENGRO.KA,Fertilizer,311.62,317.36,311.62,314.75,132107,ENGRO,2024,6,2,23,Jun,2024-06,0.004147391928537303,361.56,217.23,-12.95,331.7406666666667,0.01186946529665965
2024-06-07,ENGRO.KA,Fertilizer,314.0,318.8,304.59,313.11,262081,ENGRO,2024,6,2,23,Jun,2024-06,-0.005210484511517066,361.56,217.23,-13.4,330.91066666666666,0.0118601965480915
2024-06-10,ENGRO.KA,Fertilizer,315.44,315.44,308.24,311.18,124360,ENGRO,2024,6,2,24,Jun,2024-06,-0.00616396793459173,361.56,217.23,-13.93,329.8183333333333,0.011252485539265809
2024-06-11,ENGRO.KA,Fertilizer,313.03,313.03,303.44,306.99,403643,ENGRO,2024,6,2,24,Jun,2024-06,-0.013464875634680906,361.56,217.23,-15.09,328.613,0.011403002311948919
2024-06-12,ENGRO.KA,Fertilizer,309.2,312.08,304.87,310.03,258913,ENGRO,2024,6,2,24,Jun,2024-06,0.009902602690641249,361.56,217.23,-14.25,327.48499999999996,0.011625332982197674
2024-06-13,ENGRO.KA,Fertilizer,310.16,321.66,310.16,318.21,571874,ENGRO,2024,6,2,24,Jun,2024-06,0.026384543431280827,361.56,217.23,-11.99,326.8016666666666,0.012612431733034156
2024-06-14,ENGRO.KA,Fertilizer,322.52,326.96,316.88,321.16,283340,ENGRO,2024,6,2,24,Jun,2024-06,0.00927060746048225,361.56,217.23,-11.17,326.16066666666666,0.012718591821071996
2024-06-20,ENGRO.KA,Fertilizer,316.88,328.36,316.88,324.06,221355,ENGRO,2024,6,2,25,Jun,2024-06,0.009029767094283159,361.56,217.23,-10.37,325.3946666666667,0.012244978665716352
2024-06-21,ENGRO.KA,Fertilizer,326.3,327.92,315.06,317.64,413567,ENGRO,2024,6,2,25,Jun,2024-06,-0.01981114608405854,361.56,217.23,-12.15,324.45733333333334,0.012658967740970079
2024-06-24,ENGRO.KA,Fertilizer,317.98,321.79,315.45,316.79,497287,ENGRO,2024,6,2,26,Jun,2024-06,-0.0026759853922678767,361.56,217.23,-12.38,323.43333333333334,0.012572940633240933
2024-06-25,ENGRO.KA,Fertilizer,318.69,324.55,318.65,323.45,359452,ENGRO,2024,6,2,26,Jun,2024-06,0.021023390889863824,361.56,217.23,-10.54,322.85,0.012940962502337531
2024-06-26,ENGRO.KA,Fertilizer,322.75,328.3,322.71,323.71,265174,ENGRO,2024,6,2,26,Jun,2024-06,0.0008038336682640868,361.56,217.23,-10.47,322.5286666666667,0.012345467679371305
2024-06-27,ENGRO.KA,Fertilizer,324.56,326.47,318.32,318.9,151427,ENGRO,2024,6,2,26,Jun,2024-06,-0.014858978715517002,361.56,217.23,-11.8,321.8856666666667,0.012244610045075509
2024-06-28,ENGRO.KA,Fertilizer,317.93,321.58,317.93,319.48,156302,ENGRO,2024,6,2,26,Jun,2024-06,0.0018187519598622526,361.56,217.23,-11.64,321.1943333333333,0.01217532368626368
2024-07-01,ENGRO.KA,Fertilizer,320.72,322.16,315.44,316.06,251278,ENGRO,2024,7,3,27,Jul,2024-07,-0.01070489545511466,361.56,217.23,-12.58,320.4983333333333,0.01219980639488206
2024-07-02,ENGRO.KA,Fertilizer,316.07,320.24,316.07,317.13,991298,ENGRO,2024,7,3,27,Jul,2024-07,0.0033854331456051323,361.56,217.23,-12.29,319.87166666666667,0.01223846324608764
2024-07-03,ENGRO.KA,Fertilizer,319.66,320.09,316.88,317.73,290312,ENGRO,2024,7,3,27,Jul,2024-07,0.0018919685933214136,361.56,217.23,-12.12,319.2223333333333,0.012212876649281654
2024-07-04,ENGRO.KA,Fertilizer,318.08,320.19,315.91,317.18,315784,ENGRO,2024,7,3,27,Jul,2024-07,-0.0017310294904478996,361.56,217.23,-12.27,318.7713333333333,0.011764447722387526
2024-07-05,ENGRO.KA,Fertilizer,317.18,319.28,312.08,314.76,332743,ENGRO,2024,7,3,27,Jul,2024-07,-0.007629737057822106,361.56,217.23,-12.94,318.2416666666667,0.011817957655207822
2024-07-08,ENGRO.KA,Fertilizer,314.96,316.69,313.29,314.08,56393,ENGRO,2024,7,3,28,Jul,2024-07,-0.0021603761596137305,361.56,217.23,-13.13,317.8463333333333,0.011574598893298003
2024-07-09,ENGRO.KA,Fertilizer,314.96,316.4,313.04,314.08,190989,ENGRO,2024,7,3,28,Jul,2024-07,0.0,361.56,217.23,-13.13,317.50433333333336,0.01155460565037726
2024-07-10,ENGRO.KA,Fertilizer,315.91,316.37,312.08,312.23,220517,ENGRO,2024,7,3,28,Jul,2024-07,-0.005890219052470558,361.56,217.23,-13.64,317.0706666666666,0.01156511449054009
2024-07-11,ENGRO.KA,Fertilizer,314.0,314.0,310.5,313.0,96615,ENGRO,2024,7,3,28,Jul,2024-07,0.002466130736956673,361.56,217.23,-13.43,316.7273333333333,0.011550164464065
2024-07-12,ENGRO.KA,Fertilizer,312.08,314.0,309.1,313.07,149778,ENGRO,2024,7,3,28,Jul,2024-07,0.00022364217252390794,361.56,217.23,-13.41,316.3863333333333,0.011550913968608223
2024-07-15,ENGRO.KA,Fertilizer,318.15,322.64,317.02,321.28,739891,ENGRO,2024,7,3,29,Jul,2024-07,0.026224167119174524,361.56,217.23,-11.14,316.48499999999996,0.012241532762508691
2024-07-16,ENGRO.KA,Fertilizer,321.28,321.28,321.28,321.28,0,ENGRO,2024,7,3,29,Jul,2024-07,0.0,361.56,217.23,-11.14,316.7066666666667,0.012031739009192481
2024-07-17,ENGRO.KA,Fertilizer,321.28,321.28,321.28,321.28,0,ENGRO,2024,7,3,29,Jul,2024-07,0.0,361.56,217.23,-11.14,316.65666666666664,0.011055500453143493
2024-07-18,ENGRO.KA,Fertilizer,321.68,336.08,321.29,334.8,828421,ENGRO,2024,7,3,29,Jul,2024-07,0.04208167330677304,361.56,217.23,-7.4,317.1883333333334,0.013234576418536368
2024-07-19,ENGRO.KA,Fertilizer,335.07,335.51,324.67,327.2,473413,ENGRO,2024,7,3,29,Jul,2024-07,-0.022700119474313052,361.56,217.23,-9.5,317.6023333333333,0.013724577089642928
2024-07-22,ENGRO.KA,Fertilizer,321.68,326.24,314.96,316.28,360490,ENGRO,2024,7,3,30,Jul,2024-07,-0.03337408312958445,361.56,217.23,-12.52,317.69666666666666,0.015098201697611797
2024-07-23,ENGRO.KA,Fertilizer,316.88,322.65,316.4,319.02,241655,ENGRO,2024,7,3,30,Jul,2024-07,0.008663209814088857,361.56,217.23,-11.77,317.839,0.01515914357285983
2024-07-24,ENGRO.KA,Fertilizer,322.64,323.84,318.99,321.61,151563,ENGRO,2024,7,3,30,Jul,2024-07,0.008118613253087714,361.56,217.23,-11.05,318.12233333333336,0.015179508477906972
2024-07-25,ENGRO.KA,Fertilizer,321.68,323.6,316.88,317.28,285598,ENGRO,2024,7,3,30,Jul,2024-07,-0.013463511706725662,361.56,217.23,-12.25,318.3256666666667,0.015355849489173583
2024-07-26,ENGRO.KA,Fertilizer,316.88,319.76,315.92,316.78,185186,ENGRO,2024,7,3,30,Jul,2024-07,-0.0015758951084215989,361.56,217.23,-12.39,318.652,0.015127778156939003
2024-07-29,ENGRO.KA,Fertilizer,313.05,319.28,313.05,314.85,304169,ENGRO,2024,7,3,31,Jul,2024-07,-0.006092556348254119,361.56,217.23,-12.92,318.81266666666664,0.015090743146145577
2024-07-30,ENGRO.KA,Fertilizer,316.88,317.79,315.91,316.76,221434,ENGRO,2024,7,3,31,Jul,2024-07,0.006066380816261541,361.56,217.23,-12.39,318.76433333333335,0.014331583791989391
2024-07-31,ENGRO.KA,Fertilizer,313.99,320.24,313.13,318.59,315092,ENGRO,2024,7,3,31,Jul,2024-07,0.005777244601591125,361.56,217.23,-11.88,318.6786666666667,0.01426726090994793
2024-08-01,ENGRO.KA,Fertilizer,316.9,319.23,315.92,317.67,97376,ENGRO,2024,8,3,31,Aug,2024-08,-0.002887724034024819,361.56,217.23,-12.14,318.46566666666666,0.014167845916869154
2024-08-02,ENGRO.KA,Fertilizer,316.02,319.76,316.02,318.98,51779,ENGRO,2024,8,3,31,Aug,2024-08,0.004123776245789745,361.56,217.23,-11.78,318.51033333333334,0.013713422804849251
2024-08-05,ENGRO.KA,Fertilizer,318.8,318.8,315.84,316.38,154363,ENGRO,2024,8,3,32,Aug,2024-08,-0.008150981252743161,361.56,217.23,-12.5,318.49666666666667,0.013789659205077296
2024-08-06,ENGRO.KA,Fertilizer,316.88,320.48,314.09,319.67,379824,ENGRO,2024,8,3,32,Aug,2024-08,0.010398887413869407,361.56,217.23,-11.59,318.3706666666667,0.01336219996696039
2024-08-07,ENGRO.KA,Fertilizer,320.08,325.04,320.08,321.86,180795,ENGRO,2024,8,3,32,Aug,2024-08,0.0068508149028685406,361.56,217.23,-10.98,318.30899999999997,0.013424978263425114
2024-08-08,ENGRO.KA,Fertilizer,318.8,322.56,318.8,320.43,55640,ENGRO,2024,8,3,32,Aug,2024-08,-0.004442925495557137,361.56,217.23,-11.38,318.35999999999996,0.01316235245401497
2024-08-09,ENGRO.KA,Fertilizer,319.77,324.56,319.77,322.64,107417,ENGRO,2024,8,3,32,Aug,2024-08,0.006896982180195188,361.56,217.23,-10.76,318.4653333333334,0.013215863181780954
2024-08-12,ENGRO.KA,Fertilizer,321.7,324.56,316.87,318.34,87136,ENGRO,2024,8,3,33,Aug,2024-08,-0.01332754773121747,361.56,217.23,-11.95,318.54133333333334,0.013300341623296134
2024-08-13,ENGRO.KA,Fertilizer,317.84,319.72,316.88,318.84,59291,ENGRO,2024,8,3,33,Aug,2024-08,0.0015706477351260517,361.56,217.23,-11.82,318.5983333333333,0.013290063952287845
2024-08-15,ENGRO.KA,Fertilizer,318.8,323.6,317.84,319.84,112687,ENGRO,2024,8,3,33,Aug,2024-08,0.0031363693388533065,361.56,217.23,-11.54,318.66866666666664,0.013297259485991031
2024-08-16,ENGRO.KA,Fertilizer,319.85,320.72,316.88,319.35,382184,ENGRO,2024,8,3,33,Aug,2024-08,-0.0015320160080039003,361.56,217.23,-11.67,318.741,0.013296257947947551
2024-08-19,ENGRO.KA,Fertilizer,319.76,320.72,315.44,319.28,357612,ENGRO,2024,8,3,34,Aug,2024-08,-0.00021919524033209292,361.56,217.23,-11.69,318.89166666666665,0.013212192477097123
